,index,Speed,Location,County,State,Lat,Lon,Comments,datetime
5050,238,UNK,5 NE Spivey's Corner,Johnston,NC,35.3,-78.47,Power line down on a tree causing woods and structural fire at Godwin Lake Rd and T-Bar Rd. (RAH),2023-06-27 02:41:00
5051,239,61,2 WSW Ballentine,Richland,SC,34.11,-81.27,Peak wind of 61 mph at Coast Guard Island measured by RC Winds mesonet. (CAE),2023-06-27 02:42:00
5052,240,UNK,4 SE China Grove,Rowan,NC,35.52,-80.53,Social media report of trees down east of China Grove near the Cabarrus County line. Time and location estimated by radar. (GSP),2023-06-27 02:42:00
5053,241,UNK,2 SSE Middletown Twp.,Delaware,PA,39.89,-75.42,Numerous trees and wires down around the neighborhood of Linville Road and Mount Alvaro Road. Time estimated via radar. (PHI),2023-06-27 02:43:00
5054,242,UNK,2 N Lake Wheeler,Wake,NC,35.73,-78.72,Tree down on utility equipment. (RAH),2023-06-27 02:45:00
5055,243,UNK,2 E Dreher Island SP,Lexington,SC,34.08,-81.36,Report of trees down along Azalea Key Lane on social media. Time estimated. (CAE),2023-06-27 02:47:00
5056,244,UNK,2 E Dreher Island SP,Lexington,SC,34.08,-81.37,Photos of trees and power lines down in Timberlake in Chapin. (CAE),2023-06-27 02:47:00
5057,245,UNK,Manayunk,Montgomery,PA,40.02,-75.22,Downed tree on I-76 eastbound between Exit 338: GREEN LANE/BELMONT AVE and Exit 339: US 1 SOUTH - CITY AVE. There is a lane restriction. Time estimated via radar. (PHI),2023-06-27 02:48:00
5058,246,UNK,4 SSW White Rock,Lexington,SC,34.09,-81.3,Trees down on Old Lexington Highway. Time estimated. (CAE),2023-06-27 02:50:00
5059,247,UNK,Rembert,Sumter,SC,34.1,-80.53,911 call center reported multiple trees down in Rembert area. Time estimated. (CAE),2023-06-27 02:50:00
5060,248,UNK,4 ENE Dreher Island SP,Lexington,SC,34.1,-81.34,Trees snapped on Killian Rd via social media post. Time estimated. (CAE),2023-06-27 02:50:00
5061,249,UNK,3 SSW Anderson Creek,Harnett,NC,35.24,-78.95,Tree down through a residence on Rainey Dr. (RAH),2023-06-27 02:51:00
5062,250,UNK,1 NNW Spring Lake,Cumberland,NC,35.2,-78.99,Corrects previous tstm wnd dmg report from 1 NNW Spring Lake. Power pole down on Tram Rd. (RAH),2023-06-27 02:54:00
5063,251,UNK,2 NW Mount Pleasant,Cabarrus,NC,35.43,-80.46,A few trees were blown down. (GSP),2023-06-27 02:55:00
5064,252,UNK,7 WNW Wade,Cumberland,NC,35.19,-78.85,Tree down at the 210 block of Rachel Rd. (RAH),2023-06-27 02:57:00
5065,253,UNK,Mantua,Gloucester,NJ,39.79,-75.17,Reports of trees downed in Mantua. Time estimated via radar. (PHI),2023-06-27 02:57:00
5066,254,UNK,Warminster,Bucks,PA,40.21,-75.1,Numerous trees down in Warminster. Time estimated via radar. (PHI),2023-06-27 02:59:00
5067,255,UNK,1 NNW Spring Lake,Cumberland,NC,35.2,-78.99,Power pole down on Tram Rd. (RAH),2023-06-27 03:00:00
5068,256,UNK,3 NE Spring Lake,Cumberland,NC,35.21,-78.95,Tree down at E Manchester Rd and Huntley St. (RAH),2023-06-27 03:00:00
5069,257,UNK,Selma,Johnston,NC,35.54,-78.28,More than 20 reports of trees and power lines down in Johnston County... particularly in the Smithfield and Selma areas. (RAH),2023-06-27 03:00:00
5070,258,UNK,4 SW Linden,Cumberland,NC,35.22,-78.8,Tree down at the 3030 block of Fieldstone Dr. (RAH),2023-06-27 03:02:00
5071,259,UNK,3 WSW Linden,Cumberland,NC,35.24,-78.8,Tree down at the 3600 block of Duck Pond Rd. (RAH),2023-06-27 03:02:00
5072,260,UNK,Westville,Gloucester,NJ,39.87,-75.13,Trees reported down in Westville. Time estimated via radar. (PHI),2023-06-27 03:02:00
5073,261,UNK,Lower Southampton Twp,Bucks,PA,40.16,-74.99,Numerous trees down in the Lower Southampton area. Time estimated via radar. (PHI),2023-06-27 03:02:00
5074,262,UNK,Linden,Cumberland,NC,35.25,-78.75,Tree down at Linden Rd and McBryde St. (RAH),2023-06-27 03:03:00
5075,263,UNK,1 E Linden,Cumberland,NC,35.25,-78.73,Tree down at the 5200 block of Loop Rd. (RAH),2023-06-27 03:04:00
5076,264,UNK,2 N Wade,Cumberland,NC,35.2,-78.74,Tree down at Colliers Chapel Church Rd and Carlos Rd. (RAH),2023-06-27 03:05:00
5077,265,UNK,Bensalem,Bucks,PA,40.11,-74.93,Trees down in Bensalem. Time estimated via radar. (PHI),2023-06-27 03:05:00
5078,266,UNK,Newtown,Bucks,PA,40.23,-74.93,Trees and wires down in Newtown Township. Time estimated via radar. (PHI),2023-06-27 03:08:00
5079,267,UNK,1 NNW Earlewood Park,Richland,SC,34.04,-81.05,911 Call center reported multiple trees down on Duke Ave. Time estimated. (CAE),2023-06-27 03:11:00
5080,268,UNK,3 SE Four Oaks,Johnston,NC,35.42,-78.39,Corrects previous tstm wnd dmg report from 3 SE Four Oaks. Trees and powerlines down. (RAH),2023-06-27 03:13:00
5081,269,69,Tangier,Accomack,VA,37.83,-76.0,TGI Tangier Island AWOS. (AKQ),2023-06-27 03:15:00
5082,270,UNK,2 E Camden,Kershaw,SC,34.26,-80.58,Trees blocking Hasty Rd. Time estimated. (CAE),2023-06-27 03:16:00
5083,271,UNK,2 SSE Elgin,Kershaw,SC,34.14,-80.78,911 call center reported multiple trees down on Highway Church Rd and Larry Jeffers Rd. (CAE),2023-06-27 03:18:00
5084,272,58,Fort Liberty,Cumberland,NC,35.14,-79.0,(RAH),2023-06-27 03:23:00
5085,273,UNK,3 ESE Ringoes,Hunterdon,NJ,40.43,-74.81,Numerous trees down along Saddle Shop Road. Time estimated via radar. (PHI),2023-06-27 03:25:00
5086,274,UNK,3 S Seven Lakes,Moore,NC,35.22,-79.59,Numerous trees and some power lines down around Seven Lakes... Taylortown... and Pinehurst. (RAH),2023-06-27 03:27:00
5087,275,UNK,3 WNW Hobbton,Sampson,NC,35.2,-78.38,Tree down at 2400 Rosin Hill Rd. (RAH),2023-06-27 03:30:00
5088,276,UNK,1 WNW Saluda,Saluda,SC,34.01,-81.79,Sheriff office reported tree blocking Greenwood Hwy and Firetower Rd. (CAE),2023-06-27 03:33:00
5089,277,UNK,Roseboro,Sampson,NC,34.96,-78.51,Tree down on power lines at West Martin Luther King Jr Blvd and Legion St. (RAH),2023-06-27 03:33:00
5090,278,UNK,3 SW Newton Grove,Sampson,NC,35.23,-78.39,Tree down at 2145 Newton Grove Highway. (RAH),2023-06-27 03:33:00
5091,279,UNK,1 NE Fayetteville,Cumberland,NC,35.08,-78.88,Power pole down at Rosehill Rd and Ramsey St. (RAH),2023-06-27 03:36:00
5092,280,UNK,3 NE North View,Lunenburg,VA,36.81,-78.21,Tree down on Route 655 in vicinity of Oral Oaks Rd in Lunenburg County. Time estimated. (AKQ),2023-06-27 03:40:00
5093,281,UNK,3 NE Lawrenceville,Mercer,NJ,40.32,-74.7,Corrects time from previous tstm wnd dmg report from 3 NE Lawrenceville. Report of wires down on Lawrenceville Road. Time estimated via radar. (PHI),2023-06-27 03:40:00
5094,282,UNK,6 NNW Clinton,Sampson,NC,35.07,-78.38,Tree down at N US Highway 421 and Bell Ln. (RAH),2023-06-27 03:43:00
5095,283,UNK,Turkey,Sampson,NC,34.99,-78.19,Tree down on power lines at 7500 Turkey Highway. (RAH),2023-06-27 03:53:00
5096,284,UNK,2 W Brogden,Wayne,NC,35.3,-78.06,Tree down at Durham Lake Rd and Hack Dr. (RAH),2023-06-27 03:53:00
5097,285,UNK,4 ESE Clinton,Sampson,NC,34.98,-78.27,Tree down on Rowan Rd. (RAH),2023-06-27 04:06:00
5098,286,UNK,3 SW Dewitt,Dinwiddie,VA,37.01,-77.67,Tree down near MM 44.5 on I-85. Time estimated from radar data. (AKQ),2023-06-27 04:08:00
5099,287,UNK,5 WSW Clinton,Sampson,NC,34.96,-78.41,Tree down at Porter Rd and Effie Peterson Ln. (RAH),2023-06-27 04:09:00
5100,288,UNK,1 NE Addison,Dinwiddie,VA,37.21,-77.49,Over 650 power outages just northeast of Addison that were likely caused by storms. (AKQ),2023-06-27 04:12:00
5101,289,UNK,2 SW Forest Acres,Richland,SC,34.0,-81.0,Tree on roadway Kline St between Shirley St and Butler St. (CAE),2023-06-27 04:15:00
5102,290,UNK,2 ENE Bell Arthur,Pitt,NC,35.6,-77.47,Delayed report. Trees down. Time estimated based on radar. (MHX),2023-06-27 04:23:00
5103,291,UNK,1 NW Leesville,Lexington,SC,33.92,-81.52,Facebook post shows fallen trees and power lines down at location. Time estimated by user and radar. (CAE),2023-06-27 04:25:00
5104,292,UNK,4 ESE Cherry Hill,Dinwiddie,VA,36.92,-77.56,Tree down near the intersection of Walkers Mill Rd and Double Branch Rd. Time estimated from radar data. (AKQ),2023-06-27 04:25:00
5105,293,UNK,3 SE Leesville,Lexington,SC,33.88,-81.48,Per social media... trees down along Smith Taylor Road and Dixired Road. Time estimated by radar. (CAE),2023-06-27 04:30:00
5106,294,UNK,3 SE Leesville,Lexington,SC,33.89,-81.48,Per social media... trees snapped on both side of Berkeley Road southeast of Batesburg-Leesville. Time estimated by radar. (CAE),2023-06-27 04:30:00
5107,295,UNK,2 SSE Leesville,Lexington,SC,33.89,-81.49,Per social media... rollback car port blown into a neighbors house and power lines down along Brodie Road. Time estimated by radar. (CAE),2023-06-27 04:30:00
5108,296,UNK,4 S Gilbert,Lexington,SC,33.87,-81.39,DOT reports tree on roadway near exit 44 of I-20. (CAE),2023-06-27 04:35:00
5109,297,UNK,Beulaville,Duplin,NC,34.92,-77.77,Trees and power lines reported down. Time estimated by radar. (MHX),2023-06-27 04:36:00
5110,298,UNK,Wallace,Duplin,NC,34.73,-78.0,Trees and power lines down. Time estimated based on radar. (MHX),2023-06-27 04:44:00
5111,299,UNK,4 SW River Road,Beaufort,NC,35.46,-77.04,Over 3000 power outages in Beaufort County... focused southeast of Chocowinity along Highway 33. Time estimated based on radar. (MHX),2023-06-27 04:50:00
5112,300,UNK,Chocowinity,Beaufort,NC,35.51,-77.09,Corrects previous tstm wnd dmg report from Chocowinity. Several large limbs down... shed rolled over... and outdoor pool destroyed at a residence in Chocowinity. Time e (MHX),2023-06-27 04:50:00
5113,301,63,8 SE Sidney,Cheyenne,NE,41.05,-102.87,(CYS),2023-06-27 04:55:00
5114,302,UNK,1 ENE South Sumter,Sumter,SC,33.9,-80.32,Duke Energy reports power outages due to fallen trees and tree limbs in the area of Boulevard Road and Que Street in Sumter. (CAE),2023-06-27 04:57:00
5115,303,UNK,3 SE Vanceboro,Craven,NC,35.28,-77.12,Tree down on car on Highway 17... between Ernul and Vanceboro. No injuries. (MHX),2023-06-27 05:06:00
5116,304,UNK,1 E Washington Park,Beaufort,NC,35.53,-77.02,Trees down along Highway 32 between Brick Kiln Road and toward Pamlico Drive. (MHX),2023-06-27 05:08:00
5117,305,UNK,9 WNW Scranton,Florence,SC,33.96,-79.9,Tree down on house on Carmon Scranton Rd in Olanta SC. Time estimated via radar. (ILM),2023-06-27 05:15:00
5118,306,63,Oriental,Pamlico,NC,35.03,-76.68,Neuse Drive Personal Weather Station reports 54.8kt wind gust. (MHX),2023-06-27 05:25:00
5119,307,UNK,1 SW Peletier,Carteret,NC,34.72,-77.09,Delayed report. Several power outages reported in the Peletier area of western Carteret County. (MHX),2023-06-27 05:37:00
5120,308,UNK,Ocean View,City of Norfolk,VA,36.95,-76.25,Tree and power line damage likely from storms is resulting in around 4...000 power outages in and near Ocean View. Time estimated. (AKQ),2023-06-27 05:42:00
5121,309,UNK,1 WNW Wards Corner,City of Norfolk,VA,36.92,-76.29,Picture of downed tree at Sewells Point Golf Course via social media. Time estimated from radar. (AKQ),2023-06-27 05:43:00
5122,310,UNK,2 SSE Ocean View,City of Norfolk,VA,36.92,-76.23,Multiple trees and power lines down. Picture included of large tree uprooted. Time estimated from radar. (AKQ),2023-06-27 05:45:00
5123,311,UNK,3 ESE Wilroy,City of Suffolk,VA,36.76,-76.49,Tree down on the median of US-13 in Suffolk. Time estimated from radar. (AKQ),2023-06-27 05:48:00
5124,312,61,7 SW Fishermans Island,ANZ632,VA,37.04,-76.08,Mesonet station XBBT Third Island. (AKQ),2023-06-27 05:52:00
5125,313,UNK,3 SE Castle Hayne,New Hanover,NC,34.33,-77.86,Tree down near Sidbury Rd... east of Ennis Acres Dr. (ILM),2023-06-27 06:00:00
5126,314,UNK,Richmond,Washington,RI,41.5,-71.63,Tree and wires down at Kenyon Hill Trail and Switch Road. (BOX),2023-06-27 06:00:00
5127,315,UNK,3 SSE Foster,Providence,RI,41.81,-71.75,Tree down blocking road at the 100 block of Danielson Pike in Foster. (BOX),2023-06-27 06:05:00
5128,316,UNK,Glocester,Providence,RI,41.92,-71.67,Tree down in the roadway at the 300 block of Cooper Road. (BOX),2023-06-27 06:05:00
5129,317,UNK,2 SSW Hampstead,Pender,NC,34.34,-77.72,8-10 inch diameter tree down on Washington Acres Rd. (ILM),2023-06-27 06:08:00
5130,318,60,Venango,Perkins,NE,40.76,-102.04,report relayed from county dispatch. time estimated from radar. (LBF),2023-06-27 06:08:00
5131,319,UNK,Elizabeth City,Pasquotank,NC,36.3,-76.23,Tree down on a house in Elizabeth City. Time estimated from radar data. (AKQ),2023-06-27 06:11:00
5132,320,UNK,1 ENE Michael J Smith A,Carteret,NC,34.74,-76.64,Large limbs down at a residence in Beaufort. Time estimated by radar. (MHX),2023-06-27 06:12:00
5133,321,UNK,Camden,Camden,NC,36.33,-76.17,Tree down on Rt 343 near the Camden County sheriffs office. Time estimated from radar data. (AKQ),2023-06-27 06:20:00
5134,322,UNK,Burrillville,Providence,RI,41.95,-71.72,Large tree down on Buck Hill Road near the fire tower. Relayed by amateur radio. (BOX),2023-06-27 06:25:00
5135,323,61,9 ESE Middletown,AMZ135,NC,35.44,-75.85,WeatherFlow station reported a 53 kt wind gust. (MHX),2023-06-27 06:26:00
5136,324,UNK,10 SSE Grant,Perkins,NE,40.72,-101.64,16 by 7 foot west facing garage door blown in. time estimated from radar. (LBF),2023-06-27 06:38:00
5137,325,58,Hatteras Island Fishing,Dare,NC,35.58,-75.47,WeatherFlow station reported a 50 kt wind gust. (MHX),2023-06-27 06:53:00
5138,326,66,1 SSE Oregon Inlet,Dare,NC,35.77,-75.53,WeatherFlow station reported 57 kt wind gust. (MHX),2023-06-27 06:56:00
5139,327,UNK,1 NNW Valley Forge,Montgomery,PA,40.11,-75.47,Trees and branches down in Lower Providence Township. Time estimated by radar. (PHI),2023-06-27 07:20:00
5140,328,63,3 E North Platte,Lincoln,NE,41.13,-100.71,(LBF),2023-06-27 07:20:00
5141,329,UNK,Princeton,Worcester,MA,42.45,-71.87,Tress and wires down on Sterling road near Town Farm road. (BOX),2023-06-27 07:30:00
5142,330,89,2 ESE Pampa,Gray,TX,35.53,-100.93,Peak wind gust due to heat burst from decaying thunderstorm. (AMA),2023-06-27 08:25:00
5143,331,65,10 ESE Valley de Oro,Potter,TX,35.42,-101.93,A few severe wind gusts from heat burst resulted from decaying thunderstorm. First severe gust occurred at 3:44 AM CDT and the last occurred at 4:29 AM. Peak wind gusts (AMA),2023-06-27 08:44:00
5144,332,58,Georgetown,Georgetown,SC,33.31,-79.32,Georgetown County Airport (GGE) measured a thunderstorm wind gust of 58mph. (ILM),2023-06-27 08:55:00
5145,0,64,Hutchinson Airport ASOS,Reno,KS,38.07,-97.86,(ICT),2023-06-27 13:18:00
5146,1,60,5 SSW Lake Carl Blackwe,Payne,OK,36.06,-97.24,(OUN),2023-06-27 13:20:00
5147,2,75,2 S Wellston,Lincoln,OK,35.66,-97.07,Reported by Broken Arrow EM. (OUN),2023-06-27 13:24:00
5148,3,UNK,Perkins,Payne,OK,35.98,-97.03,Outbuilding roofs and trees damaged. (OUN),2023-06-27 13:30:00
5149,4,79,2 NNW Perkins,Payne,OK,36.01,-97.05,(OUN),2023-06-27 13:30:00
5150,5,80,Burrton,Harvey,KS,38.02,-97.67,(ICT),2023-06-27 13:34:00
5151,6,UNK,4 W Burrton,Reno,KS,38.02,-97.75,Tree branches of three to four inches in diameter were reported down via a picture on Facebook. Time is based on wind report. (ICT),2023-06-27 13:34:00
5152,7,66,3 NE Chandler,Lincoln,OK,35.74,-96.84,(OUN),2023-06-27 13:55:00
5153,8,70,Sedgwick,Harvey,KS,37.92,-97.43,(ICT),2023-06-27 13:56:00
5154,9,60,Oilton,Creek,OK,36.09,-96.58,(TSA),2023-06-27 14:00:00
5155,10,59,4 SE Bristow,Creek,OK,35.81,-96.35,(TSA),2023-06-27 14:09:00
5156,11,65,Park City,Sedgwick,KS,37.8,-97.32,Nickel hail. (ICT),2023-06-27 14:11:00
5157,12,59,Checotah,McIntosh,OK,35.48,-95.53,(TSA),2023-06-27 15:15:00
5158,13,UNK,Arkoma,Le Flore,OK,35.35,-94.44,Power line down on Hwy 9a / Main Street in Arkoma. Radar estimated time. (TSA),2023-06-27 16:47:00
5159,14,UNK,1 W Fort Smith,Sebastian,AR,35.39,-94.42,Power lines down and a tree fallen on a house (occupants are out of the house). Report relayed via ham radio. Radar estimated time. (TSA),2023-06-27 16:47:00
5160,15,UNK,1 W Fort Smith,Sebastian,AR,35.38,-94.42,Large tree limb fell into home causing damage. Relayed via social media by local broadcast media. (TSA),2023-06-27 16:48:00
5161,16,UNK,Fort Smith,Sebastian,AR,35.38,-94.4,Trees and power poles down. Report via social media from local broadcast media. (TSA),2023-06-27 16:48:00
5162,17,UNK,4 ESE Shenks Ferry,Lancaster,PA,39.87,-76.33,Tree knocked down over power lines on Douts Hill Rd. Time estimated by radar. (CTP),2023-06-27 17:06:00
5163,18,UNK,Charleston,Franklin,AR,35.3,-94.04,Power poles and power lines down. (TSA),2023-06-27 17:13:00
5164,19,UNK,3 SSW Smithville,Lancaster,PA,39.88,-76.27,Large tree knocked down along the intersection of Martic Heights Dr & Rawlinsville Rd. Time estimated by radar. (CTP),2023-06-27 17:13:00
5165,20,UNK,Booneville,Logan,AR,35.14,-93.92,Trees and powerlines down in Booneville. (LZK),2023-06-27 17:36:00
5166,21,UNK,2 NNE Hickory,Harford,MD,39.61,-76.33,A tree fell onto a gutter at a residence along Kathleen Drive in Fallston. (LWX),2023-06-27 18:01:00
5167,22,UNK,3 SSW Reston,Fairfax,VA,38.91,-77.36,Trees blew down on VA-665 Fox Mill Road near Thoroughbred Road. (LWX),2023-06-27 18:11:00
5168,23,UNK,1 S Reston,Fairfax,VA,38.93,-77.35,Trees blew down near the intersection of South Lakes Drive and Soapstone Drive. (LWX),2023-06-27 18:12:00
5169,24,UNK,1 N Wolf Trap,Fairfax,VA,38.95,-77.28,Trees blew down onto VA-675 Browns Mill Road near VA-702 Beulah Road... and near Windstone Drive. (LWX),2023-06-27 18:23:00
5170,25,UNK,2 NE Wolf Trap,Fairfax,VA,38.96,-77.26,Trees and wires blew down blocking VA-676 Towlston Road near Dara Lane. (LWX),2023-06-27 18:24:00
5171,26,UNK,Tysons Corner,Fairfax,VA,38.92,-77.23,The ramp from eastbound VA-7 Leesburg Pike to northbound VA-123 Chain Bridge Road was blocked by downed trees. (LWX),2023-06-27 18:25:00
5172,27,UNK,1 SE Atglen,Chester,PA,39.94,-75.96,Tree down on PA-041. Time estimated from radar. (PHI),2023-06-27 18:25:00
5173,28,UNK,2 NNE Tysons Corner,Fairfax,VA,38.94,-77.22,Trees blew down along VA-807 Old Falls Road. (LWX),2023-06-27 18:27:00
5174,29,UNK,2 SW The American Legio,Fairfax,VA,38.95,-77.21,Trees blew down near the intersection of VA-685 Swinks Mill Road and VA-738 Old Dominion Drive. (LWX),2023-06-27 18:27:00
5175,30,UNK,2 SSE Fairfax,Fairfax,VA,38.83,-77.29,Trees blew down onto VA-620 Braddock Road near Burke Station Road. (LWX),2023-06-27 18:28:00
5176,31,UNK,1 NNW Langley,Fairfax,VA,38.96,-77.17,Trees blew down on Heather Brook Court near Ridge Drive. (LWX),2023-06-27 18:30:00
5177,32,UNK,1 WSW Barcroft,Fairfax,VA,38.85,-77.12,Trees blew down on VA-7 Leesburg Pike near Carlin Springs Road. (LWX),2023-06-27 18:34:00
5178,33,UNK,2 NW Scarboro,Harford,MD,39.66,-76.33,Trees blew down near Street... near the intersection of Mill Green Road and MD-646 Prospect Road... and along MD-136 Whiteford Road. (LWX),2023-06-27 18:40:00
5179,34,UNK,3 ESE Skyline View,Dauphin,PA,40.33,-76.67,Wires and tree down. Time estimated by radar. (CTP),2023-06-27 18:40:00
5180,35,UNK,3 ESE Skyline View,Dauphin,PA,40.33,-76.67,Reports of multiple trees and wires down along Sand Beach Rd. Time estimated by radar. (CTP),2023-06-27 18:45:00
5181,36,UNK,1 WNW Fredericksburg,Lebanon,PA,40.46,-76.45,Multiple downed trees near Mountain Drive. Time estimated by radar. (CTP),2023-06-27 19:20:00
5182,37,UNK,Odenton,Anne Arundel,MD,39.06,-76.7,Trees blew down blocking a couple of roadways in Odenton. (LWX),2023-06-27 19:25:00
5183,38,UNK,2 NNW Devault,Chester,PA,40.1,-75.55,Corrects previous tstm wnd dmg report from 2 NNW Devault. Downed tree in wires on Church Rd and Pickering Dam Rd. Time estimated from radar. Corrected time. (PHI),2023-06-27 19:35:00
5184,39,UNK,1 SE Lee,Luzerne,PA,41.15,-76.08,Trees down across roadway. Radar time estimate. Via county dispatch. (BGM),2023-06-27 19:44:00
